번호	단어	chi-square
2309	선생님	3.562619104
2310	통계량	1.186894124
2311	요지	0.693616159
2312	계측기	4.751451014
2313	보증	7.131056312
2314	구간	2.982555734
2315	후의	0.410238569
2316	자기관리	1.186894124
2317	몸	72.64574438
2318	맥진	2.37443365
2319	공명	7.917020002
2320	부대	1.186894124
2321	진통	1.186894124
2322	조의	5.969022753
2323	단어	3.562619104
2324	재해	5.940929907
2325	카피	2.37443365
2326	바른	1.186894124
2327	어진	0.186027714
2328	대중	3.562619104
2329	해부학	3.562619104
2330	높낮음	1.186894124
2331	푸드	1.186894124
2332	무엇	1.186894124
2333	청바지	1.186894124
2334	오프	2.099911741
2335	담	0.186027714
2336	삼각형	2.045948328
2337	계속성	3.562619104
2338	있음	0.221826452
2339	총중량	1.186894124
2340	주축	0.014675848
2341	부정확	1.186894124
2342	사원수	1.186894124
2343	두리	0.014675848
2344	물건	2.368800423
2345	수치	59.6518512
2346	비	0.30907183
2347	나무	0.023383154
2348	상승	9.13630899
2349	성취	1.186894124
2350	피로도	10.70532589
2351	국민	1.186894124
2352	회계	2.37443365
2353	판단	168.2894859
2354	트레이	4.841777033
2355	실시간	164.8861721
2356	복잡성	1.186894124
2357	지식	12.43093529
2358	스크립트	1.186894124
2359	장실	1.186894124
2360	질식	0.186027714
2361	복약	2.37443365
2362	운영자	4.751451014
2363	해치	1.186894124
2364	예각	0.029367666
2365	일반적	0.422654226
2366	구체적	0.948640949
2367	판명	1.186894124
2368	멤버	1.335974771
2369	공물	1.000176626
2370	직감적	1.186894124
2371	지점	7.11960144
2372	압축	24.50941097
2373	범행	1.186894124
2374	병리	2.37443365
2375	외한	1.186894124
2376	취입	0.693616159
2377	가구	0.530115673
2378	솔루션	6.858047901
2379	권역	1.186894124
2380	레프	5.159065945
2381	안부	7.131056312
2382	보트	0.186027714
2383	적분	5.940929907
2384	프로세싱	0.692445291
2385	일과	1.424825777
2386	가우스	1.186894124
2387	스크리닝	5.940929907
2388	칫솔	0.014675848
2389	걷기	20.85574727
2390	시리얼	5.940929907
2391	기온	0.058799314
2392	최고	1.865741328
2393	디자인	3.568008385
2394	교식	1.186894124
2395	각속도	1.186894124
2396	소유자	0.014675848
2397	가요성	0.357487012
2398	철야	1.186894124
2399	사화	1.186894124
2400	권장	22.66186456
2401	진인	1.186894124
2402	관리제	1.186894124
2403	해	88.66002906
2404	불량	2.698421622
2405	상황	112.0039957
2406	자	88.22101174
2407	액정	6.900192616
2408	애인	1.186894124
2409	폴트	2.37443365
2410	선풍기	1.335974771
2411	어부	0.103067209
2412	개요	1.186894124
2413	바벨	2.37443365
2414	바이어스	0.00604247
2415	회피	0.00604247
2416	반연	1.186894124
2417	계수	13.49376126
2418	체형	23.86111192
2419	정보처	1.186894124
2420	수립	7.131056312
2421	지휘	1.186894124
2422	푸시버튼	0.014675848
2423	노트	0.014675848
2424	고액	0.186027714
2425	실측	4.751451014
2426	스틱	1.000176626
2427	자각적	3.562619104
2428	막대	2.794756236
2429	관기	2.37443365
2430	수몰	1.186894124
2431	수소	58.96487473
2432	폐지	5.940929907
2433	질감	0.186027714
2434	피부	132.7205786
2435	재	14.88998694
2436	소산	0.014675848
2437	내담	2.37443365
2438	마이어	1.186894124
2439	비행	0.186027714
2440	발광체	0.044075479
2441	패드로	3.562619104
2442	설정	62.79563343
2443	직원	4.751451014
2444	편각	1.186894124
2445	나날	4.751451014
2446	변수	9.290791037
2447	여름	0.530115673
2448	이면	0.219007107
2449	추적	35.33395676
2450	대상부	1.186894124
2451	레	0.876507433
2452	기입	0.029367666
2453	길	4.517069636
2454	위협	2.37443365
2455	입주자	1.186894124
2456	니들	2.045948328
2457	히드로	22.76188294
2458	부속지	2.37443365
2459	규약	2.37443365
2460	정시	3.732803016
2461	과도	0.132826425
2462	문제	3.255394127
2463	모방	4.751451014
2464	일지록	1.186894124
2465	자승법	2.37443365
2466	공공	3.239269837
2467	정리	0.023383154
2468	생년	1.186894124
2469	유산	0.530115673
2470	가슴	20.2653342
2471	횡축	1.186894124
2472	스크류	10.09442032
2473	군	4.930789241
2474	미각	1.186894124
2475	도입	2.544811391
2476	상의	1.704806
2477	물론	1.141281636
2478	차	9.924470382
2479	수강	1.186894124
2480	곁	0.014675848
2481	비례	0.770103873
2482	이더넷	2.37443365
2483	등하교	1.186894124
2484	단면도	1.186894124
2485	새끼	1.186894124
2486	독립형	1.186894124
2487	최	2.6755898
2488	구속감	1.186894124
2489	특징적	3.562619104
2490	표시	214.0526832
2491	시가	1.186894124
2492	단순	0.020564813
2493	마이크로폰	13.75009976
2494	맥동	0.029367666
2495	연구소	1.186894124
2496	불행	1.186894124
2497	전이	10.47714364
2498	엉덩이	2.37443365
2499	의류품	1.186894124
2500	대신	5.113605687
2501	확장	1.754469834
2502	본부	3.562619104
2503	쿨링	1.186894124
2504	조립	39.86989565
2505	가드	0.186027714
2506	리미터	1.186894124
2507	피	24.02515776
2508	마일리지	2.37443365
2509	경색	1.186894124
2510	수술실	1.186894124
2511	광반사	1.186894124
2512	네비게이션	5.635347313
2513	북극	1.186894124
2514	휴대폰	0.822314939
2515	지탱	0.693616159
2516	현대	1.381979284
2517	조작부	2.045948328
2518	전문인	2.37443365
2519	재생기	1.186894124
2520	이상적	0.014675848
2521	모자	0.014675848
2522	성심	1.186894124
2523	커패시턴스	0.530115673
2524	입출	1.186894124
2525	인력	0.044075479
2526	조력	0.014675848
2527	본래	0.044075479
2528	정신적	7.131056312
2529	베이	1.061097076
2530	온습도	0.410598072
2531	시중	1.186894124
2532	부교감	4.751451014
2533	경감	2.368800423
2534	발송	8.321830758
2535	선박	11.15815728
2536	고동	1.186894124
2537	투영법	1.186894124
2538	게임	18.47919637
2539	심주	1.186894124
2540	실시	24.39462607
2541	화합물	111.4834165
2542	연주	0.066322854
2543	타당성	1.186894124
2544	다방면	2.37443365
2545	긴급	19.36665601
2546	변기	2.37443365
2547	망	0.1238402
2548	맛사지	1.186894124
2549	라켓	7.607227871
2550	흡배기	0.186027714
2551	동전	1.186894124
2552	마크	0.367845834
2553	일어	2.37443365
2554	완전	0.00604247
2555	탄성력	9.262310266
2556	접합	31.2941664
2557	낙후	1.186894124
2558	곱셈	3.562619104
2559	하의	0.530115673
2560	감시	133.7819111
2561	순환계	3.562619104
2562	모양	0.116850268
2563	지능	3.540192069
2564	선택성	0.186027714
2565	분류함	1.186894124
2566	상과	2.368800423
2567	칠	1.186894124
2568	외인성	2.37443365
2569	일직선	0.186027714
2570	취약성	0.014675848
2571	수신자	3.562619104
2572	스트라이프	0.014675848
2573	스윙	0.530115673
2574	직통	1.186894124
2575	화일	1.186894124
2576	라운	1.186894124
2577	피치	1.388743465
2578	벤치	1.186894124
2579	공개	14.92874344
2580	뒷	3.562619104
2581	전거	1.186894124
2582	신기원	3.562619104
2583	보아	1.186894124
2584	컨텐츠	44.87452961
2585	전력화	1.186894124
2586	수신기	14.65926884
2587	체력측정	2.37443365
2588	정한	1.186894124
2589	피부과	2.37443365
2590	매점	1.186894124
2591	중심점	1.186894124
2592	굴	2.045948328
2593	접촉성	1.186894124
2594	로그	23.8812028
2595	풀	3.189571955
2596	주시	4.751451014
2597	출력	141.6493253
2598	선한	1.186894124
2599	스페클	1.186894124
2600	구두창	1.186894124
2601	인감	2.37443365
2602	추종	0.186027714
2603	대면	4.841777033
2604	확정	14.92874344
2605	유대감	1.186894124
2606	보정	20.14242013
2607	음극	0.044075479
2608	준비	53.04870301
2609	호흡기	9.513253773
2610	감축	0.014675848
2611	알츠하이머	1.186894124
2612	색	0.410238569
2613	명이	2.37443365
2614	감정적	1.186894124
2615	세부	2.379153655
2616	일과성	0.014675848
2617	뇌파계	1.186894124
2618	보존	11.29530313
2619	거짓	0.014675848
2620	시행	2.045948328
2621	부피	3.483241805
2622	민간	3.562619104
2623	접선	0.014675848
2624	검증	8.870681044
2625	자생	0.014675848
2626	문화	0.029367666
2627	요부	1.865741328
2628	안치	2.794756236
2629	도체	4.841777033
2630	다수	10.08646455
2631	무음	1.186894124
2632	영유	4.751451014
2633	순차	0.029367666
2634	여자	2.37443365
2635	좌절	1.186894124
2636	단	0.811146657
2637	풍식	1.186894124
2638	스프	2.6755898
2639	환경	7.683965567
2640	개인용	20.85574727
2641	비활성	0.530115673
2642	굴곡	0.199511452
2643	자재	0.080239411
2644	해대	1.186894124
2645	달기	1.186894124
2646	통지부	7.131056312
2647	피사체	0.186027714
2648	폐기량	1.186894124
2649	부내	2.37443365
2650	발향	0.530115673
2651	최대화	1.186894124
2652	광학	11.89062531
2653	단점	0.132826425
2654	병상	11.89804763
2655	완료시	1.186894124
2656	컬러코드	1.186894124
2657	치재	1.186894124
2658	섭생	1.186894124
2659	회선	8.321830758
2660	파란색	1.186894124
2661	향	8.765587935
2662	면부	0.832353288
2663	샘플	29.2170702
2664	지목	2.37443365
2665	공황	1.186894124
2666	시트	49.14062991
2667	에이전트	4.751451014
2668	조율	2.37443365
2669	전신	5.940929907
2670	에이	0.025479792
2671	신한	1.381979284
2672	부품	13.13149487
2673	헬드	8.321830758
2674	교환	0.082175054
2675	투명	14.75029763
2676	의자	4.744055343
2677	패드	1.045273997
2678	승무원	2.37443365
2679	발명품	1.186894124
2680	생활	79.62937054
2681	검출	395.0859248
2682	능동적	0.058799314
2683	전문가	43.15537545
2684	트림	0.014675848
2685	충치	1.186894124
2686	파킨슨병	1.186894124
2687	종료	19.48207788
2688	밀러	1.186894124
2689	규제	1.865741328
2690	받침	5.969022753
2691	스피드	1.186894124
2692	탄성파	1.186894124
2693	과녁	1.186894124
2694	독립적	46.90716286
2695	임시	0.410598072
2696	의지	0.530115673
2697	대응	96.61278275
2698	달성	3.316714719
2699	수술대	1.186894124
2700	진동계	1.186894124
2701	비관	1.186894124
2702	이완	4.517069636
2703	페달	0.066322854
2704	신호음	2.37443365
2705	긍정적	2.37443365
2706	경험	7.947013688
2707	중증	4.751451014
2708	아크릴	39.06402697
2709	적합	29.73899251
2710	체임버	1.186894124
2711	시동	1.388743465
2712	표식	0.023383154
2713	전형	0.014675848
2714	반지름	0.530115673
2715	제어	14.75602728
2716	마인	2.37443365
2717	단면	37.50979793
2718	누계	2.37443365
2719	단계	0.598510407
2720	합병증	5.940929907
2721	이때	2.362699356
2722	지역	8.261380972
2723	중량	170.0659695
2724	메모리	18.3665719
2725	일반인	7.131056312
2726	증강	1.381979284
2727	인증	43.66507451
2728	길이	72.13823596
2729	부분적	0.338972497
2730	필드	1.061097076
2731	상	1.028247315
2732	위도	3.562619104
2733	열병	1.186894124
2734	처리	164.8291152
2735	글로벌	5.940929907
2736	근막	1.186894124
2737	조금	1.186894124
2738	회성	2.37443365
2739	등산	0.014675848
2740	엠보싱	0.014675848
2741	컬렉터	3.562619104
2742	문의	2.368800423
2743	유연성	0.103067209
2744	파와	2.37443365
2745	자막	1.186894124
2746	의료원	1.186894124
2747	일괄	5.635347313
2748	체제	4.751451014
2749	메타	18.51210601
2750	담당자	4.751451014
2751	전화기	2.37443365
2752	팬	16.09862893
2753	폐활량	2.37443365
2754	주입	65.39072768
2755	한계	0.080239411
2756	재택	9.513253773
2757	피대	2.37443365
2758	사이로	2.368800423
2759	대학	0.014675848
2760	등급	9.514034485
2761	변동성	5.940929907
2762	약물	12.68084543
2763	간	9.27997227
2764	층	78.15982954
2765	약이	0.530115673
2766	정부	103.189856
2767	성과	4.771308149
2768	분리함	1.186894124
2769	장착	61.19976511
2770	알고리즘	56.01904878
2771	빛깔	1.186894124
2772	단하	0.014675848
2773	구성원	3.562619104
2774	접근법	0.029367666
2775	탄지	0.014675848
2776	기부	4.357710439
2777	권유	1.186894124
2778	각각	0.367478923
2779	실천	4.751451014
2780	오락용	1.186894124
2781	방부	0.186027714
2782	원통형	24.49308266
2783	누적	33.56343249
2784	현장	2.136480355
2785	연마	1.335974771
2786	깃	0.693616159
2787	랙	0.000927948
2788	원점	2.37443365
2789	대사성	1.186894124
2790	소금	1.186894124
2791	파이	0.350692817
2792	안료	5.159065945
2793	차인	0.014675848
2794	사항	25.62641267
2795	구석기	1.186894124
2796	업무	16.67544156
2797	층하	2.045948328
2798	자운동	1.186894124
2799	연계	26.61033486
2800	고막	4.751451014
2801	보험자	2.37443365
2802	도어	9.718005682
2803	탄젠트	1.186894124
2804	일광	1.186894124
2805	나침반	1.186894124
2806	편물	1.186894124
2807	자간	1.186894124
2808	관리서	1.186894124
2809	킬로칼로리	1.186894124
2810	코어	20.49071093
2811	특허출원	1.186894124
2812	출현	2.37443365
2813	대감	3.562619104
2814	잠복	1.186894124
2815	약학	1.186894124
2816	이식	6.770262868
2817	시니어	4.751451014
2818	뒷질	1.186894124
2819	계획	13.57380393
2820	수면계	4.751451014
2821	근로자	4.751451014
2822	트랙	0.00604247
2823	한눈	3.562619104
2824	허브	0.366156571
2825	부전	2.37443365
2826	심층	0.530115673
2827	염려	0.693616159
2828	건조	116.0182603
2829	동안	11.62889847
2830	케이스	3.146126608
2831	메카닉	1.186894124
2832	소변기	1.186894124
2833	경제적	2.506614069
2834	본서	1.186894124
2835	간호사	5.940929907
2836	용액	29.59927771
2837	전자파	1.667885229
2838	묘사	1.186894124
2839	점멸	1.335974771
2840	영수증	2.37443365
2841	점착	1.000176626
2842	몰드	13.31207841
2843	발가락	1.186894124
2844	생활공간	1.186894124
2845	약제	26.2615737
2846	선	3.514088912
2847	채택	3.42342402
2848	대강	1.186894124
2849	밀리미터	1.186894124
2850	플래폼	1.186894124
2851	뿌리	3.568008385
2852	운동	465.0215505
2853	후자	2.37443365
2854	시뮬레이션	2.794756236
2855	공급전원	1.186894124
2856	카툰	1.186894124
2857	미달	4.751451014
2858	파라	0.186027714
2859	성	61.19483953
2860	도상	1.186894124
2861	돔	0.37235923
2862	적도의	2.37443365
2863	파이프	27.03033415
2864	근골격계	3.562619104
2865	상병자	1.186894124
2866	파이어	1.186894124
2867	배변	1.381979284
2868	흉골	1.186894124
2869	효	1.186894124
2870	표정	3.562619104
2871	개구부	10.75086991
2872	기호	0.558995291
2873	축지	1.186894124
2874	합성수지	4.357710439
2875	정기적	14.28544214
2876	동감	2.37443365
2877	오버랩	1.388743465
2878	성능	20.76467999
2879	양태	0.277997079
2880	리트머스	1.186894124
2881	논리적	1.186894124
2882	음주량	2.37443365
2883	과잉	1.381979284
2884	독립	5.113886005
2885	성은	2.37443365
2886	연결기	1.592946332
2887	경제	0.530115673
2888	라도	3.562619104
2889	구혈	1.186894124
2890	실수	0.186027714
2891	포화	0.960924858
2892	분비량	2.37443365
2893	통보	23.86111192
2894	지속성	0.530115673
2895	거래자	1.186894124
2896	징후	34.68390057
2897	사진	0.438970578
2898	인후	1.186894124
2899	과식	1.186894124
2900	방송	4.751451014
2901	여유	0.693616159
2902	아가	2.901616044
2903	매일	4.751451014
2904	부산물	2.045948328
2905	치가	18.47919637
2906	통신망	73.86529555
2907	수비율	1.186894124
2908	정수	36.05593183
2909	령	2.37443365
2910	손안	1.186894124
2911	대소	1.186894124
2912	포터	0.014675848
2913	조직액	2.37443365
2914	심장과	1.186894124
2915	송부	6.370863333
2916	축의	0.142920403
2917	현물	1.186894124
2918	릴	5.788516818
2919	수인	0.014675848
2920	증명서	2.37443365
2921	제어기	5.002229171
2922	식전	1.186894124
2923	보고	13.09141954
2924	예비	3.374649288
2925	구조화	3.568008385
2926	중간층	0.693616159
2927	하다	4.154980247
2928	간호	11.89804763
2929	재료	53.5978299
2930	공구	5.159065945
2931	박과	3.562619104
2932	격자	4.098590052
2933	박수	34.68390057
2934	앤드	1.186894124
2935	아랫부분	0.014675848
2936	저탄소	1.186894124
2937	외장	0.933184045
2938	넷	9.513253773
2939	윗	0.186027714
2940	다량	6.785546222
2941	검사자	21.46327217
2942	배치로	3.562619104
2943	사원	4.751451014
2944	비정상	17.05776698
2945	재검토	1.186894124
2946	과제	470.1234634
2947	안경	9.07256672
2948	달리기	9.513253773
2949	숙박	1.186894124
2950	저전력	4.744055343
2951	대칭	1.308599982
2952	집화	1.186894124
2953	주기성	8.321830758
2954	계단	0.073539196
2955	위생적	0.693616159
2956	위험성	2.766969417
2957	파스	1.186894124
2958	항	0.398250996
2959	토가	1.186894124
2960	영	3.430180519
2961	보유	7.704629523
2962	이번	2.37443365
2963	눈물	1.186894124
2964	폐쇄	21.11793738
2965	내고	2.37443365
2966	대개	1.186894124
2967	검체	23.86111192
2968	플렉시블	0.345184638
2969	몸짱	1.186894124
2970	품목	2.37443365
2971	호스	10.92896903
2972	급속	1.335974771
2973	염가	2.37443365
2974	도보	2.37443365
2975	무인	0.023383154
2976	요가	1.186894124
2977	인쇄	1.678159941
2978	굽	1.335974771
2979	신변	1.186894124
2980	스냅	1.381979284
2981	코치	3.562619104
2982	행사	5.940929907
2983	규정	3.38544015
2984	제의	2.362699356
2985	승모근	1.186894124
2986	별화	0.014675848
2987	펜	0.693616159
2988	심음	3.562619104
2989	지세	2.37443365
2990	기침	3.562619104
2991	말	0.31158141
2992	효소	0.044075479
2993	적용	9.06759508
2994	알람	38.97845957
2995	묘화	1.186894124
2996	해부	10.23486853
2997	차후	1.186894124
2998	범용	0.37235923
2999	혈당치	14.28544214
3000	어려움	1.335974771
3001	핵심	1.381979284
3002	통증	4.751451014
3003	순방향	1.186894124
3004	선명도	0.014675848
3005	포름알데히드	1.186894124
3006	컴퓨터	202.2636692
3007	푸른색	1.186894124
3008	계량	0.000346419
3009	무늬	5.159065945
3010	능동	0.530115673
3011	기구물	1.186894124
3012	구조체	20.849327
3013	창출	1.381979284
3014	습도	1.853357678
3015	식품	3.65637823
3016	보완	0.822314939
3017	신속	4.738586205
3018	시안	3.568008385
3019	하나	1.489271715
3020	타액선	1.186894124
3021	일주기	3.562619104
3022	총열량	1.186894124
3023	엔	2.125665571
3024	플럭스	2.794756236
3025	렉	1.820205757
3026	번호	27.381887
3027	장만	1.186894124
3028	자수	2.37443365
3029	어른	1.186894124
3030	편	10.806373
3031	건물	8.416348445
3032	프라이빗	2.37443365
3033	흔들림	0.023383154
3034	공유	27.14317523
3035	미디	1.186894124
3036	은행	1.186894124
3037	인큐베이터	1.186894124
3038	팔뚝	3.562619104
3039	지각	0.530115673
3040	언어	7.131056312
3041	왼발	2.37443365
3042	경화증	1.186894124
3043	치의	10.69101178
3044	저하	3.740192867
3045	곳간	3.562619104
3046	지향성	0.014675848
3047	자형	5.159065945
3048	헤르츠	0.186027714
3049	종이	0.073539196
3050	보상	1.915371652
3051	취약	1.381979284
3052	타스	1.186894124
3053	병합	2.37443365
3054	루프	2.842277335
3055	인생	1.186894124
3056	스텐트	0.014675848
3057	파트	0.410598072
3058	곤란	3.562619104
3059	월	3.732803016
3060	무부하	1.186894124
3061	샘플러	0.530115673
3062	포화도	35.88972725
3063	인덱스	1.381979284
3064	소화계	1.186894124
3065	대정맥	1.186894124
3066	컨버터	11.2433074
3067	대뇌	1.186894124
3068	서비스	275.4692811
3069	선물	2.37443365
3070	채취	13.76111581
3071	전망	0.014675848
3072	집합	6.501494458
3073	관류	3.42342402
3074	축	24.21267184
3075	인건	1.186894124
3076	수파	1.186894124
3077	정맥압	1.186894124
3078	사용시	4.771308149
3079	그레인	0.014675848
3080	방향제	0.530115673
3081	자식	2.37443365
3082	데이	19.26229433
3083	의도적	1.186894124
3084	내도	1.186894124
3085	민원	0.014675848
3086	컴포넌트	9.228095116
3087	시멘	2.37443365
3088	감정값	1.186894124
3089	일련번호	3.562619104
3090	소개	1.186894124
3091	연결부	15.39109275
3092	기단	0.186027714
3093	분석장치	1.186894124
3094	구동력	8.433061751
3095	목표	34.69069642
3096	직면	1.381979284
3097	저감	15.00978387
3098	교실	1.186894124
3099	허용	0.72686579
3100	인용	2.37443365
3101	전분	0.186027714
3102	플렉스	0.014675848
3103	정오	0.530115673
3104	작	0.00604247
3105	투여량	4.751451014
3106	모션	47.97826683
3107	도출	40.14971798
3108	호흡계	8.321830758
3109	회의	0.029367666
3110	공학	0.014675848
3111	핵자기	2.37443365
3112	지적	2.37443365
3113	중개	0.014675848
3114	챌린지	2.37443365
3115	정류	4.357710439
3116	폐부	0.186027714
3117	바이트	2.37443365
3118	텍스	0.044075479
3119	득	1.186894124
3120	수동적	3.562619104
3121	털	0.029367666
3122	평활	0.186027714
3123	사용자	944.4177525
3124	표기	0.014675848
3125	하우징	89.11544858
3126	배수	11.97394449
3127	청정기	0.014675848
3128	수술	4.517069636
3129	기질	0.066322854
3130	파수	1.061097076
3131	전자	45.98320819
3132	일시성	2.37443365
3133	우가	0.014675848
3134	혼란	2.37443365
3135	돌고래	1.186894124
3136	펜촉	1.186894124
3137	과학적	7.917020002
3138	연령	21.46327217
3139	기초적	1.186894124
3140	상지	4.751451014
3141	지도자	1.186894124
3142	양은	0.066322854
3143	캡슐	1.177161637
3144	동처	1.186894124
3145	모니터	150.2955465
3146	상호	25.33139422
3147	직각	10.92896903
3148	허리	14.92874344
3149	세트	8.580664516
3150	내리막	2.37443365
3151	구별	4.744055343
3152	태핑	1.186894124
3153	상담	34.68390057
3154	스토리	9.513253773
3155	마트	40.71964849
3156	손가락	20.53692439
3157	현저	0.341474143
3158	게놈	1.186894124
3159	조합	14.09728969
3160	낭패	1.186894124
3161	과음	1.186894124
3162	기종	2.37443365
3163	헤드폰	1.186894124
3164	방편	1.186894124
3165	오존	0.023383154
3166	피지	1.186894124
3167	옷의	1.186894124
3168	화자	1.186894124
3169	나사	11.54148648
3170	이론	0.410598072
3171	비대칭	4.357710439
3172	가량	2.37443365
3173	컨덕턴스	2.368800423
3174	작용제	0.530115673
3175	표준	38.81938845
3176	검진	38.30336388
3177	자동차	33.85904007
3178	오염도	0.029367666
3179	마	1.948943252
3180	적당량	1.186894124
3181	공백	0.014675848
3182	실험자	3.562619104
3183	조하	2.37443365
3184	파리	0.014675848
3185	동부	8.765587935
3186	비교기	0.350692817
3187	이력	63.10714485
3188	반동	1.186894124
3189	하판	4.357710439
3190	증폭기	1.424825777
3191	올레	1.186894124
3192	정기	4.751451014
3193	이차원	4.751451014
3194	지피	1.186894124
3195	버스트	4.751451014
3196	전도성	1.082508895
3197	전압	22.66062281
3198	외래	2.37443365
3199	긴장	1.186894124
3200	담임	1.186894124
3201	숫자	9.07256672
3202	부정	2.368800423
3203	분리형	0.014675848
3204	편도	1.186894124
3205	화소	0.186027714
3206	주변인	2.37443365
3207	유사시	2.37443365
3208	이해	1.061097076
3209	대물렌즈	1.186894124
3210	환산	7.947013688
3211	해전	1.186894124
3212	표시등	2.37443365
3213	조사표	1.186894124
3214	액티브	2.902293112
3215	유통	2.045948328
3216	레이터	4.357710439
3217	보장	0.004361763
3218	릴리스	1.186894124
3219	함량	89.02694818
3220	진동판	0.014675848
3221	제산	0.014675848
3222	커스텀	1.186894124
3223	원내	1.186894124
3224	용수철	1.186894124
3225	억압	1.186894124
3226	페어	1.186894124
3227	납치	2.37443365
3228	대기	0.28717358
3229	메인	4.352545103
3230	수영	1.186894124
3231	광역	4.751451014
3232	연대	1.186894124
3233	노후	0.367845834
3234	광범위	0.186027714
3235	혈행	3.562619104
3236	제언	1.186894124
3237	평형	0.029367666
3238	중요	10.30392669
3239	업원	3.562619104
3240	런닝	2.37443365
3241	랭킹	0.186027714
3242	팔굽혀	1.186894124
3243	편의성	0.822314939
3244	원근	1.186894124
3245	이간	4.751451014
3246	볼	11.2433074
3247	미스터	2.37443365
3248	통제	0.044075479
3249	심탄도	2.37443365
3250	경쟁심	1.186894124
3251	진행	13.68006998
3252	외식	1.186894124
3253	피카르	1.186894124
3254	졸	0.044075479
3255	그라운드	4.018859985
3256	연월일	1.186894124
3257	지급	4.751451014
3258	내가	5.940929907
3259	문과	1.186894124
3260	가입	26.2615737
3261	생각	9.513253773
3262	내기	0.066322854
3263	매개	2.901616044
3264	가정용	0.186027714
3265	편리성	2.379153655
3266	연구실	1.186894124
3267	통신	467.9018681
3268	용전	1.186894124
3269	유괴	1.186894124
3270	출입	5.159065945
3271	정규화	0.000346419
3272	도달	0.030511564
3273	선호	4.517069636
3274	개재	10.47714364
3275	관내	0.410598072
3276	센티	0.530115673
3277	전과	0.186027714
3278	칩	4.359496168
3279	욕조	1.186894124
3280	기지	0.066322854
3281	에피네프린	1.186894124
3282	전반	0.066322854
3283	보험료	2.37443365
3284	적재	9.538993642
3285	관제	3.732803016
3286	부구	0.186027714
3287	의식력	1.186894124
3288	시간대	22.66186456
3289	발병	13.09141954
3290	보습	0.186027714
3291	외의	8.321830758
3292	성향	0.014675848
3293	외관상	1.186894124
3294	호의	3.430180519
3295	접속	102.5116318
3296	지화	0.410598072
3297	조정함	1.186894124
3298	이즈	2.902293112
3299	분류기	14.28544214
3300	도핑	0.014675848
3301	황	16.81838533
3302	착의	1.381979284
3303	검지기	2.37443365
3304	아래쪽	0.745936646
3305	숙원	1.186894124
3306	사료	1.186894124
3307	석부	1.186894124
3308	활동도	5.940929907
3309	서의	0.251679125
3310	실렉터	1.186894124
3311	앞뒤	0.186027714
3312	제어부	46.12957623
3313	작심	1.186894124
3314	틈	1.335974771
3315	확장기	0.014675848
3316	가이드라인	5.940929907
3317	전류	9.883880976
3318	보육	1.381979284
3319	천식	5.940929907
3320	부호	0.530115673
3321	파가	2.368800423
3322	사아	1.186894124
3323	구가	1.186894124
3324	관계	5.781222502
3325	축방향	2.08538686
3326	우열	1.186894124
3327	벽	25.49390136
3328	구독	1.186894124
3329	왼팔	2.37443365
3330	비인	1.186894124
3331	개호	10.70532589
3332	주방향	1.186894124
3333	위생	4.517069636
3334	러버	2.045948328
3335	단거리	5.940929907
3336	신경근	1.186894124
3337	판별기	1.186894124
3338	의해	0.000590652
3339	골반	2.37443365
3340	관찰	25.04507464
3341	표출	12.43093529
3342	개개	26.82219747
3343	수광	8.337236076
3344	네이션	0.186027714
3345	시각	57.67011154
3346	최상	0.737096425
3347	징	1.498071766
3348	세무	1.186894124
3349	평균	0.000678745
3350	병약자	1.186894124
3351	중심부	15.12887893
3352	열매	0.693616159
3353	저항	8.12150483
3354	기립성	1.186894124
3355	국부적	0.410598072
3356	일차식	1.186894124
3357	웨어	106.277201
3358	비선형	2.766969417
3359	청소년	3.562619104
3360	선택과	2.37443365
3361	청취	2.37443365
3362	균등화	1.186894124
3363	절곡	27.03033415
3364	청정	0.186027714
3365	부속	0.410598072
3366	손발	2.37443365
3367	자살	2.37443365
3368	한글	1.186894124
3369	하고자	1.186894124
3370	저부	4.357710439
3371	실	0.067050515
3372	가속도	157.9504469
3373	부관리	1.186894124
3374	가제	1.186894124
3375	방	21.11031755
3376	이동식	1.000176626
3377	전국적	1.186894124
3378	화장품	1.061097076
3379	취한	2.37443365
3380	암컷	1.186894124
3381	여드름	0.014675848
3382	방진	4.357710439
3383	온의	0.044075479
3384	군의	1.865741328
3385	톨	0.066322854
3386	날	4.028980204
3387	저면	25.49390136
3388	통합적	9.07256672
3389	어가	2.009551281
3390	통일적	1.186894124
3391	나뭇결	1.186894124
3392	날짜	11.40251712
3393	지형	0.044075479
3394	교통사고	0.693616159
3395	보간법	1.186894124
3396	식중독	1.186894124
3397	좌	0.496534581
3398	송환	1.186894124
3399	자리매김	10.70532589
3400	제품	3.986379646
3401	요원	1.186894124
3402	일치	11.1741627
3403	생물체	2.368800423
3404	바디	20.34083868
3405	겉	1.186894124
3406	이차	5.159065945
3407	내경	9.262310266
3408	광원부	1.335974771
3409	리빙	1.186894124
3410	등속	1.186894124
3411	포탈	1.186894124
3412	부동산	1.186894124
3413	폐쇄성	1.186894124
3414	아랫니	2.37443365
3415	유타	1.186894124
3416	잠재적	1.381979284
3417	명세	0.023383154
3418	년월일	1.186894124
3419	발행	4.751451014
3420	변환기	0.117855393
3421	나노	35.572824
3422	전석	1.186894124
3423	시간당	2.368800423
3424	타이머	7.947013688
